Country Name,"Country Code","Series Name","Series Code","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]"
El Salvador,"SLV","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","1","1","1.1","1.1","1.3","","","","",""
El Salvador,"SLV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.21","71.449","71.692","71.935","72.175","72.412","72.644","72.872","",""
El Salvador,"SLV","Population density (people per sq. km of land area)","EN.POP.DNST","298.449565637066","299.737837837838","301.05805984556","302.416505791506","303.818918918919","305.266602316602","306.763658301158","308.307046332046","309.881467181467",""
El Salvador,"SLV","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","6.848","6.87","6.891","6.913","6.935","6.959","6.984","7.011","",""
El Salvador,"SLV","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","19.654","19.418","19.213","19.036","18.881","18.734","18.587","18.429","",""
El Salvador,"SLV","Population, total","SP.POP.TOTL","6183875","6210568","6237923","6266070","6295128","6325124","6356143","6388122","6420744",""
Equatorial Guinea,"GNQ","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","22.70704","22.71406","22.72182","22.73044","24.6071504360511","24.6399682062548","","","",""
Equatorial Guinea,"GNQ","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","63.8311938398433","64.6283698093122","65.4060735995222","66.046944231755","66.1151128875693","66.1825225644556","66.2485414893345","66.3127900215243","",""
Equatorial Guinea,"GNQ","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Equatorial Guinea,"GNQ","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","",""
Equatorial Guinea,"GNQ","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","",""
Equatorial Guinea,"GNQ","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","","","","","","","","","",""
Equatorial Guinea,"GNQ","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","55.5","","","","","53.2","53.4","","",""
Equatorial Guinea,"GNQ","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","34.4","","","","","36","35.9","","",""
Equatorial Guinea,"GNQ","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","2.88669713735867","2.81065163707259","2.73082290283759","2.65372120180637","2.5875073622644","2.53549643666436","2.50835267203213","2.48375200673216","2.45787734677897",""
Equatorial Guinea,"GNQ","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","308.53","305.148","301.765","304.081","306.397","308.714","311.03","313.346","",""
Equatorial Guinea,"GNQ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","351.039","349.683","348.328","348.516","348.704","348.893","349.081","349.269","",""
Equatorial Guinea,"GNQ","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","","","","","","","0.5","",""
Equatorial Guinea,"GNQ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","506.16455981","463.49355969","524.21650062","584.53792422","582.81182173","767.68744963","838.74427202","","",""
Equatorial Guinea,"GNQ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","2.1","","","","","","","","",""
Equatorial Guinea,"GNQ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","55.622","55.945","56.288","56.642","57.001","57.359","57.713","58.061","",""
Equatorial Guinea,"GNQ","Population density (people per sq. km of land area)","EN.POP.DNST","33.6413190730838","35.1819251336898","36.7626024955437","38.3747950089127","40.0098395721925","41.6601782531194","43.321889483066","44.9911229946524","46.6657397504456",""
Equatorial Guinea,"GNQ","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","11.273","11.014","10.753","10.496","10.245","10.002","9.768","9.542","",""
Equatorial Guinea,"GNQ","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","37.604","37.049","36.476","35.899","35.326","34.768","34.234","33.725","",""
Equatorial Guinea,"GNQ","Population, total","SP.POP.TOTL","943639","986853","1031191","1076413","1122276","1168568","1215179","1262001","1308974",""
Eritrea,"ERI","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Eritrea,"ERI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","11.2019456503026","11.3735398431284","11.5365176711862","11.6362702366749","11.7366806940294","11.8379126212256","11.939966186728","","",""
Eritrea,"ERI","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Eritrea,"ERI","International tourism, number of arrivals","ST.INT.ARVL","84000","107000","129000","141000","119000","114000","142000","","",""
Eritrea,"ERI","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","",""
Eritrea,"ERI","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","6.7","6.5","6.4","6.3","6.1","5.9","5.7","","",""
Eritrea,"ERI","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","47.6","","","","","43.8","42.9","","",""
Eritrea,"ERI","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","40.6","","","","","44.4","45.2","","",""
Eritrea,"ERI","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","4.00008200767403","4.08385636215873","","","","","","","",""
Eritrea,"ERI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","253.632","245.483","237.334","231.207","225.08","218.953","212.826","206.699","",""
Eritrea,"ERI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","325.122","317.923","310.724","304.685","298.647","292.609","286.57","280.532","",""
Eritrea,"ERI","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","","","","","","","","",""
Eritrea,"ERI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","47.8200536","63.54467075","47.31835421","48.4406607","49.59230973","50.63569127","55.33103421","","",""
Eritrea,"ERI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","0.7","","","","","","","",""
Eritrea,"ERI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","62.193","62.732","63.238","63.726","64.201","64.664","65.111","65.538","",""
Eritrea,"ERI","Population density (people per sq. km of land area)","EN.POP.DNST","31.3904455445545","31.8215049504951","","","","","","","",""
Eritrea,"ERI","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","8.764","8.536","8.311","8.093","7.884","7.686","7.5","7.326","",""
Eritrea,"ERI","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","36.25","35.476","34.616","33.753","32.936","32.191","31.521","30.898","",""
Eritrea,"ERI","Population, total","SP.POP.TOTL","3170435","3213972","","","","","","","",""
Estonia,"EST","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Estonia,"EST","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","99.3334988358126","99.2817083600488","99.2299109909008","99.1778833388573","99.1256840987145","99.1327756133561","99.1397369617655","99.1465538894863","",""
Estonia,"EST","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","96.2789924165155","96.3156247272751","96.357783012484","96.5110663672116","96.7829288801118","97.1145921417905","97.3470909687921","97.3606356433258","",""
Estonia,"EST","International tourism, number of arrivals","ST.INT.ARVL","2511000","2823000","2957000","3111000","3160000","2961000","3131000","3244000","3234000",""
Estonia,"EST","International tourism, number of departures","ST.INT.DPRT","955000","1054000","1147000","1166000","1426000","1250000","1339000","1279000","2069000",""
Estonia,"EST","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","34.2","33.6","33.2","32.7","32.3","31.8","31.3","","",""
Estonia,"EST","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","2","","","","","2.8","2.8","","",""
Estonia,"EST","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","92.1","","","","","92.9","92.7","","",""
Estonia,"EST","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","17.5240466000701","17.7361153686538","17.9847622243434","18.2605518163665","18.5443489478278","18.8220401801836","19.0581157758012","19.3131674485937","19.6263568469749",""
Estonia,"EST","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","67.753","70.866","67.859","67.015","65.288","62.825","67.212","56.077","",""
Estonia,"EST","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","203.039","203.78","198.315","169.327","181.112","169.877","168.184","154.542","",""
Estonia,"EST","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","6.6767","6.8089","6.4495","6.1751","6.2811","6.3522","6.4526","","",""
Estonia,"EST","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","1366.38278274","1426.65963024","1513.56609588","1649.68034951","1769.95295625","1860.32504763","1987.71815596","","",""
Estonia,"EST","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.2","5.3","5.5","5","","5","","","",""
Estonia,"EST","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.4292682926829","76.2292682926829","76.3268292682927","77.1414634146341","77.0341463414634","77.590243902439","77.6414634146342","77.6414634146342","",""
Estonia,"EST","Population density (people per sq. km of land area)","EN.POP.DNST","31.4101203113942","31.3149091766926","31.2030195800896","30.3196917414309","30.2402806533241","30.26011042098","30.2689210950081","30.3055900621118","30.3861053600184",""
Estonia,"EST","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","11.9","11.5","11.7","11.6","11.8","11.6","11.7","11.8","",""
Estonia,"EST","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","11.9","11.1","10.6","10.3","10.3","10.6","10.7","10.5","",""
Estonia,"EST","Population, total","SP.POP.TOTL","1331475","1327439","1322696","1317997","1314545","1315407","1315790","1317384","1320884",""
Eswatini,"SWZ","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","23.43542","23.41464","23.39882","23.38734","23.9493339539426","23.9961659143359","24.0454786669824","24.0969633445971","",""
Eswatini,"SWZ","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","55.3222345021824","55.8420811039474","56.3556332622487","56.865156325349","57.3706071769067","57.8718784839098","58.368189143154","58.3519832910244","",""
Eswatini,"SWZ","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Eswatini,"SWZ","International tourism, number of arrivals","ST.INT.ARVL","868000","879000","888000","968000","939000","873000","947000","921000","782000",""
Eswatini,"SWZ","International tourism, number of departures","ST.INT.DPRT","1141000","1264000","1403000","1573000","1657000","1713000","1789000","1751000","1717000",""
Eswatini,"SWZ","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","9","9","9","9","9","9","9","","",""
Eswatini,"SWZ","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","65.8","","","","","54.7","53.7","","",""
Eswatini,"SWZ","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","27","","","","","35.8","36.7","","",""
Eswatini,"SWZ","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","3.66750967518972","3.73841103771992","3.80834401939056","3.8717643670705","3.92093653169488","3.95138237244168","3.98843084855704","4.0078947017483","4.01458794083506",""
Eswatini,"SWZ","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","440.212","410.092","379.971","374.025","368.078","362.131","356.184","350.238","",""
Eswatini,"SWZ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","575.398","557.52","539.643","528.933","518.222","507.511","496.8","486.09","",""
Eswatini,"SWZ","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","1.0544","","","","2","","","",""
Eswatini,"SWZ","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","605.83127804","614.87660693","563.4152921","598.81067552","618.00952991","627.27695684","663.25257978","","",""
Eswatini,"SWZ","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","2.1","","","","","","","",""
Eswatini,"SWZ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.601","48.141","49.862","51.699","53.569","55.359","56.962","58.319","",""
Eswatini,"SWZ","Population density (people per sq. km of land area)","EN.POP.DNST","61.9091279069767","62.3274418604651","62.7493023255814","63.1883139534884","63.664011627907","64.1886046511628","64.766511627907","65.3926162790698","66.0576162790698",""
Eswatini,"SWZ","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","16.233","15.266","14.226","13.171","12.153","11.235","10.462","9.843","",""
Eswatini,"SWZ","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","30.39","29.747","29.111","28.53","28.021","27.579","27.176","26.773","",""
Eswatini,"SWZ","Population, total","SP.POP.TOTL","1064837","1072032","1079288","1086839","1095021","1104044","1113984","1124753","1136191",""
Ethiopia,"ETH","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","0.91674","0.9368","0.95729","0.97803","7.70705072911583","7.79008135576371","7.87465586454931","7.96038974707188","",""
Ethiopia,"ETH","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","5.7054560533945","5.94120036982056","6.17577997331041","6.40637164286717","6.63574094902541","6.86379405974333","7.09074000050604","7.31633289543501","",""
Ethiopia,"ETH","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Ethiopia,"ETH","International tourism, number of arrivals","ST.INT.ARVL","468000","523000","597000","681000","770000","864000","871000","933000","849000",""
Ethiopia,"ETH","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","",""
Ethiopia,"ETH","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","4.5","4.4","4.5","4.4","4.4","4.4","4.4","","",""
Ethiopia,"ETH","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","58.3","","","","","51","49","","",""
Ethiopia,"ETH","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","31.9","","","","","37.6","39.3","","",""
Ethiopia,"ETH","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","3.30147328677588","3.335308817472","3.36880143358484","3.40077146495121","3.42915459940497","3.45340921642861","3.47297853811101","3.4878304988263","3.50113299760986",""
Ethiopia,"ETH","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","242.618","228.269","213.919","208.843","203.767","198.692","193.616","188.54","",""
Ethiopia,"ETH","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","290.016","277.39","264.764","259.894","255.024","250.154","245.285","240.415","",""
Ethiopia,"ETH","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","0.236","","","","","","","0.84","",""
Ethiopia,"ETH","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","57.52184849","51.96457247","56.89214312","55.90914384","60.53177588","64.90913139","69.52478888","","",""
Ethiopia,"ETH","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","6.3","","","","0.3","","","",""
Ethiopia,"ETH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.627","62.505","63.281","63.961","64.547","65.048","65.482","65.872","",""
Ethiopia,"ETH","Population density (people per sq. km of land area)","EN.POP.DNST","87.639964","90.139927","92.726971","95.385785","98.094253","100.835458","103.603501","106.400024","109.224559",""
Ethiopia,"ETH","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","8.441","8.06","7.734","7.455","7.218","7.017","6.844","6.691","",""
Ethiopia,"ETH","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","35.861","35.369","34.916","34.483","34.059","33.635","33.207","32.775","",""
Ethiopia,"ETH","Population, total","SP.POP.TOTL","87639964","90139927","92726971","95385785","98094253","100835458","103603501","106400024","109224559",""
Faroe Islands,"FRO","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Faroe Islands,"FRO","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","90.8834757181354","90.8834757181354","90.8834757181354","90.8834757181354","90.8834757181354","90.8834757181354","","","",""
Faroe Islands,"FRO","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Faroe Islands,"FRO","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","",""
Faroe Islands,"FRO","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","",""
Faroe Islands,"FRO","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","","","","","","","","","",""
Faroe Islands,"FRO","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","","","","","","","","","",""
Faroe Islands,"FRO","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","","","","","","","","","",""
Faroe Islands,"FRO","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","","","","","","","","","",""
Faroe Islands,"FRO","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","","","","","","","","","",""
Faroe Islands,"FRO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","","","","","","","","","",""
Faroe Islands,"FRO","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","","","","","","","","",""
Faroe Islands,"FRO","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","",""
Faroe Islands,"FRO","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","",""
Faroe Islands,"FRO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","80.5878048780488","80.890243902439","81.1414634146341","81.3926829268293","81.6951219512195","81.9463414634146","82.1975609756098","82.4","",""
Faroe Islands,"FRO","Population density (people per sq. km of land area)","EN.POP.DNST","34.2507148348869","34.2571618260091","34.2714884729471","34.3065887579455","34.355299357535","34.4204856011033","34.5078781474256","34.6210586582365","34.7399698278226",""
Faroe Islands,"FRO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","7.2","8","8.5","7.6","8.1","7.7","7.7","8.9","",""
Faroe Islands,"FRO","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","13.2","12","12.9","13","13.2","12.4","13.6","13.1","",""
Faroe Islands,"FRO","Population, total","SP.POP.TOTL","47814","47823","47843","47892","47960","48051","48173","48331","48497",""
Fiji,"FJI","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Fiji,"FJI","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","89.0825135417605","90.2051817224931","91.31278328116","92.4051085123105","93.4823697465739","94.5445673121753","95.0692288909527","95.0721750698175","",""
Fiji,"FJI","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Fiji,"FJI","International tourism, number of arrivals","ST.INT.ARVL","632000","675000","661000","659000","693000","755000","792000","843000","870000",""
Fiji,"FJI","International tourism, number of departures","ST.INT.DPRT","128000","132000","132000","","","","156000","169000","174000",""
Fiji,"FJI","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","26.7","25.8","25.2","24.4","23.8","23.2","22.6","","",""
Fiji,"FJI","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","11.7","","","","","10.3","10.1","","",""
Fiji,"FJI","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","82","","","","","84.2","84.4","","",""
Fiji,"FJI","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","4.81869418877018","4.90949668133266","4.97474767908687","5.00988900287428","5.00927344010581","4.97279039219366","5.13778672373536","5.29209911802147","5.44968041263952",""
Fiji,"FJI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","148.514","145.938","143.361","141.363","139.364","137.366","135.367","133.369","",""
Fiji,"FJI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","245.086","242.246","239.406","237.721","236.036","234.35","232.665","230.98","",""
Fiji,"FJI","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","2.242","","","2.8567","","2.938","","","",""
Fiji,"FJI","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","266.60319488","254.96473844","271.54580138","281.27080852","317.06492984","320.05397741","313.17131214","","",""
Fiji,"FJI","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","2.3","","","","","","","",""
Fiji,"FJI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","66.655","66.759","66.859","66.95","67.03","67.103","67.175","67.252","",""
Fiji,"FJI","Population density (people per sq. km of land area)","EN.POP.DNST","47.0617405582923","47.2604816639299","47.3491516146689","47.3786535303777","47.4249042145594","47.5438970990695","47.7503557744937","48.0273125342091","48.3570333880679",""
Fiji,"FJI","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","8.007","8.086","8.137","8.165","8.174","8.172","8.17","8.18","",""
Fiji,"FJI","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","22.292","22.259","22.23","22.185","22.108","21.983","21.799","21.56","",""
Fiji,"FJI","Population, total","SP.POP.TOTL","859818","863449","865069","865608","866453","868627","872399","877459","883483",""
Finland,"FIN","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Finland,"FIN","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","99.4480005203213","99.4479596154442","99.4479213941194","99.4478882875375","99.4478782768771","99.4478672034731","99.4478561836171","99.4478441199711","",""
Finland,"FIN","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","99.1200136449065","99.1316462004279","99.1439132528025","99.1563727146402","99.1686285044984","99.1809430858115","99.1933176128181","99.2057509395575","",""
Finland,"FIN","International tourism, number of arrivals","ST.INT.ARVL","2319000","2623000","2778000","2797000","2731000","2622000","2789000","3180000","3224000",""
Finland,"FIN","International tourism, number of departures","ST.INT.DPRT","6633000","7274000","9055000","8562000","8731000","8904000","9125000","9330000","9450000",""
Finland,"FIN","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","23.5","22.9","22.4","21.9","21.3","20.9","20.4","","",""
Finland,"FIN","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","1.9","","","","","1.2","1.3","","",""
Finland,"FIN","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","91.5","","","","","93.4","93.2","","",""
Finland,"FIN","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","17.2295669112163","17.7331402858384","18.3438447062387","19.0107817970348","19.6588940110898","20.244376972452","20.7909543477442","21.2787526007594","21.7207875455222",""
Finland,"FIN","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","53.674","50.994","50.735","48.4","45.161","43.26","","","",""
Finland,"FIN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","120.426","115.107","107.947","104.684","99.145","93.675","","","",""
Finland,"FIN","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","14.6606","14.9044","14.966","14.8538","15.0865","","14.723","","",""
Finland,"FIN","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","3437.29804457","3640.06043002","3774.76700432","3921.28779695","3932.67245655","4097.1309699","4112.05423386","","",""
Finland,"FIN","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","5.9","5.5","5.3","4.9","","4.4","","","",""
Finland,"FIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","79.8707317073171","80.4707317073171","80.6268292682927","80.9756097560976","81.1804878048781","81.4804878048781","81.4292682926829","81.4292682926829","",""
Finland,"FIN","Population density (people per sq. km of land area)","EN.POP.DNST","17.6484106614018","17.7309947678436","17.8155615518773","17.8978314521702","17.9720030274112","18.0301108880919","18.0820078312658","18.1244908031983","18.1568556480537",""
Finland,"FIN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","9.5","9.4","9.6","9.5","9.6","9.6","9.8","9.8","",""
Finland,"FIN","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","11.4","11.1","11","10.7","10.5","10.1","9.6","9.1","",""
Finland,"FIN","Population, total","SP.POP.TOTL","5363352","5388272","5413971","5438972","5461512","5479531","5495303","5508214","5518050",""
French Polynesia,"PYF","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
French Polynesia,"PYF","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","97.2880827184797","97.1797154962666","97.0713482740536","96.9629810518405","96.8546138296275","96.8546138296275","96.8546138296275","96.8546138296275","",""
French Polynesia,"PYF","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
French Polynesia,"PYF","International tourism, number of arrivals","ST.INT.ARVL","154000","163000","169000","164000","181000","184000","192000","199000","216300",""
French Polynesia,"PYF","International tourism, number of departures","ST.INT.DPRT","89000","84000","83000","","48000","55000","48000","55000","47000",""
French Polynesia,"PYF","Smoking prevalence, total (ages 15+)","SH.PRV.SMOK","","","","","","","","","",""
French Polynesia,"PYF","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","SH.DTH.COMM.ZS","","","","","","","","","",""
French Polynesia,"PYF","Cause of death, by non-communicable diseases (% of total)","SH.DTH.NCOM.ZS","","","","","","","","","",""
French Polynesia,"PYF","Population ages 65 and above (% of total population)","SP.POP.65UP.TO.ZS","6.35454391923589","6.55328018886954","6.72049606316776","6.86721316326832","7.03373143666845","7.24835605805422","7.55640535372849","7.90939580300034","8.29050810468202",""
French Polynesia,"PYF","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE","82.5","80.934","79.367","78.155","76.942","75.73","74.518","73.305","",""
French Polynesia,"PYF","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","140.189","137.797","135.404","133.455","131.507","129.558","127.609","125.66","",""
French Polynesia,"PYF","Nurses and midwives (per 1,000 people)","SH.MED.NUMW.P3","","","","","","","","","",""
French Polynesia,"PYF","Current health expenditure per capita, PPP (current international $)","SH.XPD.CHEX.PP.CD","","","","","","","","","",""
French Polynesia,"PYF","Hospital beds (per 1,000 people)","SH.MED.BEDS.ZS","","","","","","","","","",""
French Polynesia,"PYF","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","75.611","75.844","76.074","76.307","76.546","76.787","77.024","77.251","",""
French Polynesia,"PYF","Population density (people per sq. km of land area)","EN.POP.DNST","72.801912568306","73.1415300546448","73.4967213114754","73.8601092896175","74.2363387978142","74.624043715847","75.0204918032787","75.4379781420765","75.8685792349727",""
French Polynesia,"PYF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","5.011","5.098","5.185","5.267","5.345","5.418","5.49","5.566","",""
French Polynesia,"PYF","Birth rate, crude (per 1,000 people)","SP.DYN.CBRT.IN","16.801","16.53","16.263","15.998","15.736","15.473","15.209","14.946","",""
French Polynesia,"PYF","Population, total","SP.POP.TOTL","266455","267698","268998","270328","271705","273124","274575","276103","277679",""
Gabon,"GAB","People with basic handwashing facilities including soap and water (% of population)","SH.STA.HYGN.ZS","","","","","","","","","",""
Gabon,"GAB","People using at least basic sanitation services (% of population)","SH.STA.BASS.ZS","43.3771809855715","44.3088791904548","45.247854865672","46.1937405078128","47.1456463093684","47.3167656262285","47.3663716700662","47.413276717843","",""
Gabon,"GAB","People using safely managed sanitation services (% of population)","SH.STA.SMSS.ZS","","","","","","","","","",""
Gabon,"GAB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","",""
Gabon,"GAB","International tourism, number of departures","ST.INT.DPRT","","","","","","","","","",""
